id,user_name,work_load_per_day,team_work,work_category,work_speed,overall_quality_score
850,Vhvev29,"[4, 7, 4, 6, 4, 6, 6, 4, 6, 4, 4, 6, 5, 3, 6, 7, 5, 4, 7]",52.83,Finalizing and Submitting Work,37.41,37.36
851,Wyvyt65,"[7, 4, 4, 4, 5, 7, 4, 4, 7, 6, 5, 9, 5, 8, 7, 6, 5, 4, 8, 6]",61.6,Sending Emails and Communication,28.1,42.28
852,Kizgp89,"[8, 9, 7, 7, 6, 7, 8, 9, 7, 9, 7, 6, 6, 7, 8, 7, 4, 7, 7, 6]",70.27,Sending Emails and Communication,23.5,62.89
853,Tysdh64,"[6, 7, 7, 8, 6, 7, 7, 10, 7, 7, 8, 9, 8, 7]",73.21,Reviewing and Providing Feedback,28.4,71.31
854,Xckbz86,"[7, 8, 10, 8, 10, 9, 9, 10, 9, 9, 8, 10, 10, 10, 7, 8]",86.46,Testing,5.38,87.33
855,Uwsnk93,"[10, 7, 10, 9, 10, 9, 7, 6, 7, 10]",90.94,Testing,9.55,97.32
856,Jfrmo59,"[10, 10, 8, 10, 10, 9, 10, 8, 10, 9]",94.24,Testing,4.49,90.63
857,Kiyzt79,"[9, 10, 6, 9, 8, 10, 8, 7, 6, 6, 10, 8]",78.93,Reviewing and Providing Feedback,18.02,81.38
858,Eknjo46,"[4, 6, 3, 2, 7, 4, 3, 5, 7, 6, 6, 3, 6]",45.28,Translation,46.01,26.65
859,Lyeyj69,"[10, 9, 7]",74.98,Reviewing and Providing Feedback,17.99,70.73
860,Rdyps29,"[6, 5, 3, 5, 7, 6, 7, 4, 7, 5, 5, 5]",49.93,Testing,42.35,33.02
861,Cdsok98,"[4, 10, 4, 7, 5, 5, 2, 7, 5, 6, 4]",60.94,Programming,30.35,51.23
862,Xhkhn93,"[9, 7, 7, 5, 6, 6, 5, 7, 4, 6, 6, 6, 3, 7, 8, 4, 6, 6, 5]",53.9,Documentation,32.73,40.38
863,Unssh77,"[3, 4, 0, 2, 3, 3, 2, 5, 4, 4, 2, 1, 3]",34.02,Documentation,60.68,8.01
864,Vodbb62,"[9, 6, 7, 9, 8, 9]",76.85,Programming,21.63,72.93
865,Vuzye30,"[4, 4, 0, 4, 4]",44.6,Sending Emails and Communication,44.44,19.12
866,Uivbq99,"[3, 4, 2, 2, 6, 6, 2, 3, 3, 4, 1, 3, 2, 3]",38.14,Conducting Research,49.65,3.6
867,Stcol16,"[5, 6, 6, 8, 6, 8, 4]",59.32,Translation,35.59,52.33
868,Zuvtk41,"[4, 0, 9, 7, 7, 5]",54.49,Sending Emails and Communication,56.26,33.28
869,Uorqe33,"[3, 6, 7, 4, 3, 4, 7, 3]",45.49,Task Assignment and Scheduling,45.09,29.68
870,Oyvdw28,"[5, 4, 4, 5, 7, 5, 5, 5]",51.84,Reviewing and Providing Feedback,47.91,32.61
871,Uptoj82,"[3, 4, 4, 5, 6, 6, 6, 4, 6, 7, 4, 4, 4, 4, 9, 7, 6, 5]",53.91,Translation,47.26,31.67
872,Gnffw99,"[5, 2, 5, 3, 7, 6, 4, 3, 4, 6, 3, 5, 4, 8, 3, 4, 2, 7, 3]",43.74,Creating Content and Visuals,54.08,21.33
873,Wnrgn24,"[7, 2, 6, 5, 5, 3, 4, 5, 2]",51.88,Reviewing and Providing Feedback,42.73,29.94
874,Gdeqw66,"[6, 6, 6, 6, 6, 6, 6, 4, 6, 8, 6, 4, 9, 4, 5, 3, 6]",58.47,Sending Emails and Communication,34.52,41.33
875,Lprac28,"[4, 3, 6, 4, 6, 5, 5, 4, 5, 5, 4]",57.07,Conducting Research,46.4,37.51
876,Xbppr98,"[6, 7, 7, 9, 5, 10, 4, 5, 8, 5, 5, 8, 7, 6, 4, 6, 8, 7]",69.0,Reviewing and Providing Feedback,23.93,61.41
877,Nihle89,"[10, 10, 8, 6, 6, 8, 6, 10, 8, 10, 9, 5, 8, 10, 6]",76.98,Translation,13.36,79.82
878,Csina92,"[3, 8, 5, 6, 9, 4, 4, 7, 2, 5, 5, 4, 5, 6]",57.02,Creating Content and Visuals,41.28,44.48
879,Yzrba92,"[7, 8, 5, 7, 8, 6, 6, 9, 8, 5, 7, 7, 7, 4, 8, 2, 7, 7, 7]",73.27,Documentation,13.43,63.46
880,Tzwey27,"[4, 3, 3, 2, 3, 1, 6]",27.83,Programming,59.49,1.19
881,Gtwvp31,"[9, 9, 10, 8, 10, 10, 8, 9, 10, 10, 9, 7, 10, 9, 9, 10, 10, 9, 10, 8]",92.52,Creating Content and Visuals,7.48,96.13
882,Blsed76,"[8, 9, 8, 6, 8, 9, 6, 9, 9, 10]",91.01,Working with Spreadsheets and Data,15.22,86.79
883,Ncmck17,"[5, 6, 7, 5, 6, 8, 8, 5, 4]",62.61,Documentation,36.51,54.93
884,Hdyem92,"[5, 6, 6, 7, 7, 6, 5, 6, 7, 9, 6]",61.01,Testing,40.32,48.3
885,Jsodg38,"[4, 4, 3, 7, 7, 4, 3, 4, 5, 5, 5, 3, 3, 4, 6, 5, 5, 4, 2]",42.75,Task Assignment and Scheduling,47.0,23.79
886,Eolld35,"[7, 9, 7, 10, 10, 10, 7, 7, 10, 7, 6, 8, 10]",88.45,Reviewing and Providing Feedback,17.37,83.65
887,Ovimv69,"[5, 5, 7, 3, 4, 3, 5, 0, 4, 3, 3, 6, 3, 6, 7, 3]",43.69,Testing,46.58,20.51
888,Aovck49,"[5, 4, 6, 5, 3, 2, 3, 7, 1]",36.58,Sending Emails and Communication,51.49,15.42
889,Konei40,"[3, 5, 7, 6, 6, 3, 4, 5, 2, 5, 5, 4, 4, 6, 7, 5, 4, 6, 7]",58.73,Reviewing and Providing Feedback,22.91,35.47
890,Rclyc78,"[8, 7, 6, 8, 8, 8]",66.42,Conducting Research,22.43,61.36
891,Oxunr56,"[3, 3, 5, 6, 5, 6, 5]",42.76,Translation,43.77,22.5
892,Xptrq59,"[2, 4, 2, 2, 3]",40.11,Documentation,53.6,14.35
893,Lssde79,"[9, 6, 9, 6, 9]",76.93,Documentation,14.43,79.53
894,Dfsew32,"[8, 7, 5, 5, 7, 9, 8, 4, 7, 4, 1, 9, 7, 5, 8, 9]",65.46,Working with Spreadsheets and Data,30.36,55.86
895,Ggvsv79,"[4, 3, 2, 3, 1, 5, 1, 2, 3, 5, 4, 3, 4, 6]",34.26,Programming,67.33,3.11
896,Nvohb57,"[2, 3, 6]",33.44,Finalizing and Submitting Work,65.88,1.86
897,Dehzv92,"[2, 3, 2, 3, 4, 3, 4, 5, 4, 0, 2, 2]",31.38,Translation,57.99,0
898,Tbplq38,"[8, 6, 7]",75.86,Reviewing and Providing Feedback,17.5,76.91
899,Ekgab74,"[9, 8, 10, 9, 6, 7, 5, 8, 7, 9, 5, 6, 10, 9, 6, 10, 8, 8, 6, 7]",82.13,Conducting Research,23.17,72.09
900,Msbmz21,"[8, 3, 5]",49.08,Testing,31.49,35.81
901,Xhiyj20,"[2, 4, 6, 5, 5, 4, 4, 3, 5, 3, 6]",47.98,Sending Emails and Communication,49.02,26.85
902,Fygfe46,"[7, 7, 7]",62.86,Testing,30.53,50.83
903,Kdoym40,"[8, 8, 9, 8, 10, 5, 8, 10, 8, 10, 10]",94.31,Testing,8.83,98.3
904,Tgyan33,"[10, 9, 7, 9, 9, 8, 8, 8, 10, 8, 10, 9, 8, 9, 8, 9, 10, 9, 8]",92.13,Conducting Research,9.03,98.26
905,Efrpd92,"[5, 6, 5]",41.95,Documentation,44.86,21.16
906,Eqmgt78,"[7, 9, 9, 10]",88.8,Reviewing and Providing Feedback,5.19,96.44
907,Izjil83,"[6, 6, 4, 4, 4, 6]",56.8,Reviewing and Providing Feedback,24.67,41.54
908,Tfumh31,"[7, 8, 7, 7, 8, 8, 7, 9, 9, 7, 8, 7, 6, 5, 10, 9, 7]",76.36,Conducting Research,18.89,65.11
909,Uhpdy73,"[7, 5, 8, 6, 4, 6, 6, 5, 6, 5, 5, 6, 6, 1, 7, 7, 2]",63.58,Task Assignment and Scheduling,22.35,53.24
910,Lppcm33,"[4, 5, 6, 5, 6, 3, 4, 5, 6, 5, 6, 7, 5, 5]",53.38,Creating Content and Visuals,50.37,32.07
911,Hkidk58,"[10, 10, 8, 8, 10, 10, 9, 10, 10, 10, 8, 7, 10, 9, 10]",90.78,Documentation,12.23,97.82
912,Dnwyy38,"[5, 3, 6, 5, 3, 7, 6]",50.71,Testing,39.01,31.69
913,Oevgc15,"[8, 5, 9, 8, 8, 6, 7, 9, 9, 6]",73.32,Reviewing and Providing Feedback,21.93,64.65
914,Atdrt29,"[3, 4, 3, 3, 2, 2, 3, 4]",30.71,Reviewing and Providing Feedback,66.68,0
915,Tqajh26,"[3, 4, 3, 4, 1, 3]",38.56,Programming,50.74,14.84
916,Luouv83,"[9, 9, 6, 8, 8, 5, 8]",71.81,Sending Emails and Communication,28.06,71.45
917,Hqdoz18,"[6, 6, 6, 6]",56.62,Translation,35.51,40.07
918,Xonva83,"[5, 5, 7, 9, 5, 7, 6, 6, 7, 9, 4, 7, 8, 9, 6, 7, 9]",66.67,Translation,30.8,49.91
919,Sbtpn80,"[4, 7, 6, 6, 3, 6, 5, 5, 4, 1, 4, 6, 4, 4]",48.12,Documentation,36.79,29.09
920,Qsxqc93,"[10, 9, 9, 8, 9, 10]",92.7,Creating Content and Visuals,7.97,97.65
921,Wwhiz22,"[5, 7, 6, 2, 5, 4, 3, 6, 5, 3, 6, 4, 7, 5, 5, 6]",54.7,Task Assignment and Scheduling,49.38,31.01
922,Ouglx94,"[10, 10, 7, 8, 7]",87.3,Finalizing and Submitting Work,11.09,92.51
923,Pduaw78,"[6, 8, 10, 10, 9, 8, 7, 5, 8, 7, 6]",79.14,Reviewing and Providing Feedback,25.29,68.56
924,Ndsxq56,"[7, 5, 7, 6, 9, 10, 7, 7, 10, 10, 6, 8, 7, 10, 8, 8, 8, 10]",76.05,Working with Spreadsheets and Data,19.79,77.16
925,Icwhl56,"[3, 4, 5, 6, 4, 4, 3, 3, 7, 8, 5, 3, 6, 7, 5, 5, 6]",58.11,Task Assignment and Scheduling,35.1,39.58
926,Suojs91,"[8, 6, 10, 7, 8, 7]",65.07,Working with Spreadsheets and Data,20.11,62.96
927,Sirvc76,"[5, 6, 4, 5, 2]",56.12,Programming,32.22,36.21
928,Bunmk78,"[9, 8, 8, 5, 7, 9]",80.73,Documentation,13.26,82.72
929,Fyrha87,"[6, 8, 6, 8, 8, 4, 7, 7, 7, 9, 8, 5]",74.16,Working with Spreadsheets and Data,29.63,59.64
930,Mcxgq85,"[3, 0, 5, 5, 5]",43.9,Conducting Research,53.44,16.4
931,Gwfgm56,"[7, 7, 8, 7, 4, 7, 4, 5, 5, 6, 5, 7, 5, 6, 8, 4, 6, 6, 8, 6]",63.08,Documentation,31.18,55.57
932,Zijvs79,"[7, 4, 5, 9, 5, 6, 4, 6, 8, 5]",72.53,Task Assignment and Scheduling,27.37,63.61
933,Fnyap38,"[9, 10, 10, 6, 10, 8, 7, 6, 9]",78.3,Documentation,23.51,81.5
934,Anuyk41,"[6, 3, 7, 3, 3, 8, 5, 8, 6, 5, 6, 6, 7, 3, 8, 3, 6, 4]",51.58,Testing,45.17,37.72
935,Evtbp41,"[8, 10, 10, 10, 10, 10, 8, 10, 8]",90.96,Testing,13.48,93.57
936,Arqzq78,"[6, 7, 9, 6, 6, 7, 7, 7, 10, 7, 5, 7, 6, 4]",67.4,Testing,21.63,58.8
937,Scsxw65,"[5, 5, 8]",65.34,Task Assignment and Scheduling,33.69,56.9
938,Ixwnq92,"[6, 7, 7, 8, 9, 6, 8, 8, 5, 9]",72.67,Conducting Research,17.3,70.69
939,Kktxv26,"[7, 6, 9]",79.3,Reviewing and Providing Feedback,17.14,81.76
940,Kyxll19,"[5, 3, 5, 2, 2, 3, 6, 6, 4, 0]",37.11,Testing,56.44,8.8
941,Aysmu66,"[7, 9, 7, 10, 10, 8, 9, 9, 8]",87.07,Testing,15.0,79.43
942,Gkghf42,"[3, 5, 5, 4, 5, 4, 5, 2, 3, 4, 2, 2, 4, 5, 5, 6, 4, 5]",48.12,Task Assignment and Scheduling,41.2,26.19
943,Tvbtg14,"[4, 4, 2, 6, 2, 6, 4, 2, 3, 7, 8, 2]",41.77,Working with Spreadsheets and Data,49.71,17.35
944,Hzwlt92,"[6, 5, 6, 7, 7, 5]",63.3,Documentation,24.95,58.68
945,Ezcpx65,"[8, 8, 9, 10, 10, 7, 8, 9]",89.67,Working with Spreadsheets and Data,7.21,94.29
946,Pvgqp19,"[6, 4, 3, 4, 8, 4, 4, 3, 5, 4, 6, 5]",49.31,Task Assignment and Scheduling,31.29,38.18
947,Aowsu98,"[6, 6, 9, 7, 5, 2, 4, 5, 6]",63.19,Translation,31.3,47.31
948,Rvlhc95,"[10, 8, 6, 6, 10, 10, 10, 9]",78.83,Reviewing and Providing Feedback,17.66,85.25
949,Ocbjf84,"[7, 8, 9, 7, 9, 9, 8, 7, 10, 9, 9, 10, 10, 7, 6, 9, 9, 10]",92.61,Translation,8.61,87.02
950,Vtxql48,"[7, 9, 7, 6, 7, 9, 6]",70.25,Reviewing and Providing Feedback,28.18,62.18
951,Iqyba37,"[3, 8, 7, 8, 7, 8]",69.67,Finalizing and Submitting Work,18.11,69.47
952,Aogaa29,"[0, 4, 1, 0, 1, 2, 0, 4, 2, 2, 5, 2]",29.39,Conducting Research,68.96,7.71
953,Kgakn13,"[6, 8, 8, 8, 6, 9, 6, 7, 6, 5, 5, 5, 5, 6, 5]",66.45,Testing,31.36,52.48
954,Mqkkl35,"[8, 8, 8, 6, 6, 6, 5, 10, 5, 5, 7, 6, 7, 6, 10]",65.4,Working with Spreadsheets and Data,27.87,56.54
955,Zdxhb37,"[4, 5, 7, 4, 7, 4, 4, 3, 5, 3, 3]",49.53,Translation,41.61,28.55
956,Uvmgh52,"[6, 6, 4, 4, 3, 4, 6, 5, 7, 5, 4, 4, 3, 5, 3, 3, 7, 7, 7, 7]",48.02,Programming,38.69,31.51
957,Vdwjn90,"[8, 10, 6, 8, 10, 7, 9, 9, 10, 9, 5, 8, 9, 9, 10, 8]",86.26,Reviewing and Providing Feedback,11.44,81.11
958,Rared18,"[9, 8, 9, 9, 7, 9, 8, 8, 10]",88.02,Sending Emails and Communication,15.3,86.86
959,Nrylv76,"[10, 9, 10, 9, 10, 9, 8]",88.44,Working with Spreadsheets and Data,9.91,95.81
960,Yttde37,"[8, 9, 9, 8, 10, 10, 7, 8, 9, 10, 10, 9, 8, 10, 10, 9]",90.49,Programming,4.18,97.96
961,Beqvi31,"[6, 3, 6]",55.36,Documentation,39.1,38.33
962,Vqlyt85,"[8, 5, 7, 7, 7, 5, 4, 5, 7, 5, 6, 7, 6, 7, 8, 1]",63.69,Programming,37.05,43.79
963,Zneht84,"[3, 6, 4, 6, 3, 5, 3, 7, 5, 4, 8, 3]",58.25,Documentation,40.07,35.46
964,Xmipt48,"[6, 7, 5, 4, 3, 6, 7]",66.0,Documentation,27.28,54.3
965,Xbrsm81,"[3, 7, 3, 6, 4, 1, 4, 2, 4, 3, 4, 7]",39.06,Finalizing and Submitting Work,58.71,13.52
966,Iwbfs84,"[10, 8, 10, 9]",80.89,Testing,8.1,76.8
967,Qrbfx29,"[5, 7, 5, 7, 5, 8, 6, 9, 5, 9, 8, 5]",79.67,Documentation,20.76,68.65
968,Nskvz32,"[9, 10, 8, 9]",87.87,Testing,18.83,87.54
969,Hilab78,"[6, 4, 3, 6, 5, 4, 9, 5, 9, 4, 9, 8]",71.91,Task Assignment and Scheduling,22.4,67.3
970,Haprr23,"[5, 7, 6, 3, 5, 4, 4, 8, 3, 4, 3, 6, 5, 5, 6, 5]",58.91,Task Assignment and Scheduling,35.37,45.58
971,Fksko80,"[6, 8, 7, 7, 6, 7, 5, 4, 8, 5, 5, 5, 5]",57.94,Conducting Research,29.71,41.92
972,Yfdff51,"[5, 3, 5, 9, 9]",72.9,Creating Content and Visuals,28.73,60.76
973,Vtswf78,"[8, 8, 9, 10, 9, 5]",79.95,Working with Spreadsheets and Data,16.06,71.96
974,Sqvyg97,"[7, 4, 9, 10, 8, 6, 10, 10, 7, 9, 9, 9, 7, 10]",91.76,Testing,3.66,94.67
975,Iftav71,"[9, 7, 10, 9, 4, 8, 7, 10, 6, 6, 6, 8, 8, 9, 6, 8, 8, 7, 8]",72.21,Reviewing and Providing Feedback,13.09,75.14
976,Kuoun60,"[6, 7, 9, 5, 7, 6, 9, 5, 8, 9, 9, 9, 8, 7, 8, 5, 9, 6, 6]",74.74,Working with Spreadsheets and Data,15.84,64.18
977,Hltwe49,"[6, 5, 5, 7, 7, 7, 9, 8, 7, 5, 8, 7, 7, 7, 7, 7, 5, 9]",68.93,Programming,24.92,61.47
978,Dsaif95,"[8, 8, 7, 4, 8, 4, 7, 6, 5, 7, 9, 7, 8, 5, 6, 9, 6, 7, 9]",71.02,Reviewing and Providing Feedback,20.5,61.92
979,Wsbch35,"[10, 8, 7, 9, 7, 10, 10, 8, 10, 10, 6, 5, 7, 9]",91.0,Testing,12.74,90.25
980,Mmyua61,"[8, 7, 10, 10, 8, 6]",97.18,Sending Emails and Communication,7.05,97.41
981,Adnnh90,"[6, 10, 8, 6, 8, 10, 8, 6, 7, 5]",75.26,Testing,11.52,72.73
982,Igdtd40,"[6, 7, 9, 6, 6, 5, 4, 6, 1, 4, 7, 8, 6, 6, 6, 5, 8]",65.55,Documentation,29.67,49.06
983,Zctfb29,"[5, 8, 8, 7, 7, 7, 7]",64.91,Reviewing and Providing Feedback,32.21,57.86
984,Jacvz89,"[7, 5, 4, 5, 6, 5, 5, 4, 9, 5, 4, 4, 3, 3, 6, 5]",51.94,Sending Emails and Communication,38.62,39.06
985,Oiuut56,"[10, 8, 10, 10, 5, 9, 10, 10, 6, 9]",93.79,Documentation,1.05,94.03
986,Jeiyk24,"[7, 7, 8, 7, 10, 6, 7, 7, 6, 4]",80.8,Programming,18.36,74.25
987,Vtmsm27,"[4, 3, 4]",38.14,Testing,57.03,9.39
988,Uliza56,"[8, 9, 7, 8, 9, 10]",84.37,Documentation,5.07,84.11
989,Wyuji27,"[4, 2, 4, 5, 5, 3, 5, 2, 2]",44.17,Testing,55.8,21.86
990,Fuisu72,"[4, 5, 5, 3, 3, 2, 3, 2]",33.51,Documentation,60.24,8.56
991,Qcjri31,"[2, 3, 2, 4, 2, 3, 2, 2, 2, 2, 3, 6, 1, 1, 1, 3, 5]",36.61,Conducting Research,56.65,4.27
992,Hzztj80,"[3, 5, 4, 4, 2, 8, 1, 2, 4, 3]",44.9,Sending Emails and Communication,50.9,21.44
993,Racsw76,"[5, 3, 6, 5, 3, 2, 6, 2, 4, 4, 3, 2]",41.77,Working with Spreadsheets and Data,53.52,15.19
994,Suxfh89,"[9, 9, 10, 7, 9, 7, 8, 8]",81.42,Conducting Research,7.07,81.56
995,Xkxun56,"[5, 9, 9, 5, 8, 7, 7, 6, 6, 5, 7, 6, 8, 9, 5]",66.32,Creating Content and Visuals,25.62,63.09
996,Ktlwe15,"[6, 5, 4, 5]",53.6,Finalizing and Submitting Work,31.45,30.05
997,Yzbmd43,"[5, 7, 6, 2, 7, 6, 3, 4, 6, 5, 6, 5, 6]",49.58,Finalizing and Submitting Work,35.05,32.19
998,Tnons19,"[8, 7, 4, 3, 7, 7, 6, 3, 7, 5, 6, 7, 9]",67.65,Finalizing and Submitting Work,32.53,52.42
999,Vcdci37,"[5, 8, 6, 6, 9, 6, 4, 5, 8, 3, 6]",75.13,Documentation,23.48,67.74
1000,Cyxvi90,"[8, 4, 9, 6, 9, 8, 5, 7, 10, 6, 8, 9, 5, 9, 10, 4, 8]",76.7,Reviewing and Providing Feedback,17.63,70.53
