id,user_name,work_load_per_day,team_work,work_category,work_speed,overall_quality_score,avg_workload,work_category_encoded,cluster,group_role
692,Ilfwr85,"[3, 1, 2, 1, 1, 3, 0]",26.5,Research,64.17,1.84,1.5714285714285714,17,3,Lone Wolf
693,Llvli53,"[7, 4, 6]",40.09,Reference Finding,47.17,20.5,5.666666666666667,15,2,Task finisher
694,Cilia23,"[4, 5, 6, 9, 7, 5, 5, 5, 2, 7, 4, 4, 5, 3, 6, 4, 7]",60.54,Translation,34.67,40.11,5.176470588235294,23,6,Genelarist
695,Xmkzl69,"[6, 6, 7, 6, 4, 5, 7, 6, 5, 4, 5, 6, 5, 9, 4, 5, 5, 5]",50.58,Translation,36.14,36.47,5.555555555555555,23,6,Genelarist
696,Cokrf17,"[6, 8, 7, 3, 6, 6, 5, 7]",68.65,Graphic Design,29.82,60.35,6.0,7,0,Balancer
697,Wpowh77,"[9, 4, 10, 5, 6, 7, 6, 8, 7, 9, 6, 8, 9, 10, 5, 7, 7, 8]",77.38,Storyboarding,18.31,67.24,7.277777777777778,21,5,Helper
698,Qnxkj83,"[1, 3, 6, 5, 6, 4, 4, 1, 3, 6, 2, 4, 4, 6, 3, 5, 2, 2, 4]",44.13,Diagram Creation,50.05,16.65,3.736842105263158,2,2,Task finisher
699,Ovcrd37,"[6, 6, 8, 9]",71.71,Translation,29.21,68.96,7.25,23,5,Helper
700,Tkqdu55,"[8, 8, 5, 5, 5]",71.94,Graphic Design,25.33,60.23,6.2,7,5,Helper
701,Yaglx38,"[10, 9, 10, 8, 8, 7, 6, 7, 9, 9, 10, 6, 8, 9, 7, 10, 10, 10]",85.77,Documentation,17.81,83.6,8.5,3,1,Perfectionist
702,Gtshr80,"[10, 10, 9, 7, 8, 8, 10, 9]",94.91,Translation,5.59,95.35,8.875,23,4,Leader
703,Mucbo20,"[7, 9, 9, 7, 9, 7, 8, 7, 6]",81.32,Code Review,27.62,74.71,7.666666666666667,0,5,Helper
704,Cgqsl49,"[3, 3, 7, 2, 3, 6, 3, 5, 3]",47.76,Presentation Design,46.13,19.32,3.888888888888889,11,2,Task finisher
705,Mayui72,"[1, 4, 3, 3, 3, 3, 3, 1, 2]",37.86,Diagram Creation,53.82,12.2,2.5555555555555554,2,3,Lone Wolf
706,Swfap93,"[6, 6, 6, 7, 6, 8, 7, 8, 6, 6, 7, 9, 7, 8, 9, 5]",67.84,Graphic Design,24.01,62.98,6.9375,7,5,Helper
707,Qyqdr67,"[10, 9, 10, 9, 9, 10, 10, 10, 10, 10, 9]",91.59,Reference Finding,3.95,96.97,9.636363636363637,15,4,Leader
708,Bmegf14,"[6, 6, 7, 6, 7, 8, 9, 9, 7, 3, 7, 9, 5]",74.21,Content Creation,33.84,58.9,6.846153846153846,1,5,Helper
709,Qieid57,"[4, 6, 5, 7, 5, 7, 5, 6]",58.68,Report Formatting,39.46,46.21,5.625,16,6,Genelarist
710,Idjte30,"[3, 3, 0, 3, 1, 2, 4, 1, 4, 3, 2, 3, 3]",37.68,Script Writing,56.72,9.32,2.4615384615384617,19,3,Lone Wolf
711,Cnlvb56,"[7, 6, 7, 3, 3, 6, 4, 5, 4, 7, 4]",54.46,Problem Solving,39.44,42.82,5.090909090909091,13,6,Genelarist
712,Dnfwg71,"[8, 6, 7, 7, 6, 7, 6, 6, 7, 6, 8, 9, 4, 2]",74.97,Peer Review,13.16,61.33,6.357142857142857,9,5,Helper
713,Bwsna99,"[5, 4, 5, 6, 5, 5, 5, 7, 5, 6, 7, 8, 6, 6]",55.81,Spreadsheet Work,36.14,42.66,5.714285714285714,20,6,Genelarist
714,Sasdy18,"[3, 2, 3, 2, 4, 1, 4, 2, 3, 1, 4, 2, 3, 4, 3, 5, 5]",36.09,Script Writing,60.79,7.52,3.0,19,3,Lone Wolf
715,Dyinf23,"[4, 2, 3, 5, 5, 5, 2, 4, 4, 2, 1, 3]",42.86,Testing,46.94,22.39,3.3333333333333335,22,2,Task finisher
716,Hbjwr76,"[6, 7, 5, 5, 7, 6, 8, 5, 6, 7]",67.33,Drawing/Illustration,31.92,58.01,6.2,4,0,Balancer
717,Pkbmh57,"[7, 10, 9, 10, 8, 10, 9, 10, 8, 6, 7, 8, 9, 10, 10, 6, 9]",86.19,Problem Solving,18.99,89.08,8.588235294117647,13,1,Perfectionist
718,Pyfqi60,"[1, 2, 6, 4, 4, 1, 2, 4, 3, 5, 4, 5, 2]",26.86,Peer Review,54.0,0.0,3.3076923076923075,9,3,Lone Wolf
719,Wzsny75,"[9, 10, 9, 7, 10, 8, 6, 10]",86.02,Problem Solving,9.81,83.79,8.625,13,4,Leader
720,Zjlml17,"[9, 8, 9, 10, 9, 9, 9, 7, 7, 10, 9, 10, 9]",91.64,Drawing/Illustration,6.55,94.38,8.846153846153847,4,4,Leader
721,Bgazx98,"[5, 8, 7, 4, 7, 7, 5, 5, 8, 4]",60.89,Drawing/Illustration,41.51,41.72,6.0,4,6,Genelarist
722,Jrjrp89,"[8, 7, 9, 8, 10, 10, 8, 9, 10, 7, 8, 10, 8, 8, 6]",86.2,Content Creation,15.26,88.49,8.4,1,1,Perfectionist
723,Vcwlz55,"[4, 5, 4, 2, 3, 6, 2, 2, 4, 4, 3, 3, 6, 4, 4, 5]",42.96,Graphic Design,56.62,16.03,3.8125,7,3,Lone Wolf
724,Ljavv88,"[10, 7, 10]",93.63,Report Formatting,0.1,99.64,9.0,16,4,Leader
725,Ehgdh53,"[5, 6, 5, 7]",71.4,Problem Solving,23.51,70.55,5.75,13,5,Helper
726,Tiptp66,"[7, 5, 5, 8, 6, 4, 5, 7, 7, 4]",61.5,Testing,35.13,51.58,5.8,22,0,Balancer
727,Emftj27,"[3, 2, 1, 6, 3, 6, 6, 7, 2, 4, 7, 5, 5, 5, 6, 4, 4, 4, 7]",42.14,Translation,49.41,24.49,4.578947368421052,23,2,Task finisher
728,Zjqqa36,"[10, 7, 8, 5, 10, 10, 8, 9, 10]",82.79,Reviewing,5.38,83.86,8.555555555555555,18,4,Leader
729,Kxifl50,"[5, 7, 6, 8, 6, 9, 6, 7, 9]",75.52,Spreadsheet Work,14.16,76.99,7.0,20,1,Perfectionist
730,Joopr71,"[5, 7, 4, 5, 6, 4, 5, 8, 7, 1, 6, 4, 7, 3, 6, 5]",49.15,Graphic Design,45.19,37.32,5.1875,7,6,Genelarist
731,Audom83,"[9, 10, 10, 8]",88.08,Drawing/Illustration,6.06,87.16,9.25,4,4,Leader
732,Sbpie97,"[6, 9, 9, 10, 10, 6, 7, 3, 10, 10, 8, 9, 7, 9, 6, 7, 8, 8, 5]",86.36,Drawing/Illustration,14.77,87.59,7.7368421052631575,4,1,Perfectionist
733,Sidmp91,"[10, 10, 9, 10, 10, 9, 10, 9, 8, 10, 6, 10, 9, 8, 10]",94.07,Programming,7.98,99.56,9.2,14,4,Leader
734,Dcdto30,"[3, 0, 1, 4, 4, 3, 5, 1]",42.48,Translation,49.72,20.05,2.625,23,3,Lone Wolf
735,Zpsva88,"[10, 10, 7, 8, 9, 10, 9, 6, 9, 6, 8, 5, 10, 9, 8, 6, 7]",82.67,Testing,22.41,78.47,8.058823529411764,22,1,Perfectionist
736,Ytwll52,"[10, 9, 10, 7]",93.82,Code Review,10.41,93.44,9.0,0,4,Leader
737,Thszf70,"[4, 6, 4, 4, 3, 4, 5, 2, 3, 3]",43.52,Script Writing,50.42,25.44,3.8,19,2,Task finisher
738,Erruu23,"[9, 8, 4, 10, 8, 7, 10, 7, 6, 10, 5, 5, 9, 8, 9, 5]",74.72,Writing,17.91,73.28,7.5,24,1,Perfectionist
739,Vluku89,"[7, 5, 7, 8, 8, 7, 7, 9, 5]",73.59,Diagram Creation,25.22,69.08,7.0,2,5,Helper
740,Pvkhv16,"[5, 4, 6, 3, 6, 5, 2, 7, 7, 3]",50.57,Planning,33.54,37.9,4.8,10,6,Genelarist
741,Tgbpj91,"[4, 3, 6, 5, 3, 6, 3, 4, 5, 2, 6]",45.97,Testing,44.64,23.04,4.2727272727272725,22,2,Task finisher
742,Lkcro69,"[0, 3, 4, 0, 3, 2, 5, 2, 4, 2, 2, 4, 4, 1, 2, 4, 3, 3, 3, 2]",30.79,Planning,56.07,0.0,2.65,10,3,Lone Wolf
743,Glpub80,"[6, 3, 2, 4, 3, 0, 5, 5, 2]",37.79,Planning,61.23,5.88,3.3333333333333335,10,3,Lone Wolf
744,Hgltg25,"[8, 10, 8, 8, 7, 10, 10, 6, 9, 9, 9, 8, 6, 10, 7, 7, 6, 10, 9]",84.38,Mockup Design,9.65,91.02,8.263157894736842,8,4,Leader
745,Hnqnq73,"[4, 3, 4, 3, 6]",39.91,Email Writing,53.53,9.98,4.0,5,3,Lone Wolf
746,Pxagn50,"[5, 4, 4, 9, 5, 6, 6]",53.81,Script Writing,41.61,45.63,5.571428571428571,19,6,Genelarist
747,Eddeo18,"[7, 8, 7, 7, 9, 9]",83.9,Presenting,9.93,87.86,7.833333333333333,12,1,Perfectionist
748,Dhedn96,"[6, 6, 4, 6, 4, 4, 4, 5, 4, 2, 3, 6, 3, 4]",43.97,Documentation,41.28,22.53,4.357142857142857,3,2,Task finisher
749,Hakgd85,"[6, 5, 4, 5, 5, 4, 8, 3, 6, 3, 7, 3, 2, 4]",37.06,Testing,47.25,16.76,4.642857142857143,22,2,Task finisher
750,Vyher27,"[7, 7, 4, 6, 7, 5, 8, 8, 7, 7, 8]",74.13,Planning,31.31,59.76,6.7272727272727275,10,5,Helper
751,Ptrog98,"[5, 7, 4, 4, 5, 2, 4, 3, 3, 4, 2, 3, 4, 5, 2, 3, 7, 6]",44.83,Problem Solving,53.14,29.94,4.055555555555555,13,2,Task finisher
752,Sxvfz46,"[4, 4, 4, 4, 3, 6, 2, 1, 7, 8, 5, 2, 4, 4, 6]",39.96,Flowchart Design,56.27,22.11,4.266666666666667,6,2,Task finisher
753,Qlnps57,"[9, 10, 9, 9, 6, 7, 10, 8, 9, 7, 9, 10, 8, 9, 8, 10, 9, 9]",88.68,Programming,22.45,83.09,8.666666666666666,14,1,Perfectionist
754,Twgkb86,"[0, 2, 3, 4, 2, 2, 2, 0]",39.91,Code Review,55.52,10.47,1.875,0,3,Lone Wolf
755,Raijq24,"[8, 6, 9, 8, 9, 9, 9, 9, 7, 7, 8, 9, 10, 7, 9, 7, 4, 6]",84.71,Code Review,20.76,81.48,7.833333333333333,0,1,Perfectionist
756,Dvvcv22,"[4, 5, 4, 2, 6, 3, 3, 2, 2, 2, 3, 4, 5, 5]",40.52,Reviewing,57.01,12.13,3.5714285714285716,18,3,Lone Wolf
757,Kujmf78,"[9, 7, 6, 5, 7, 6, 7, 7, 5, 6, 5, 7, 8, 4]",61.98,Documentation,31.91,54.97,6.357142857142857,3,0,Balancer
758,Jygck90,"[4, 5, 5, 4, 4, 3, 3]",38.9,Content Creation,47.5,18.0,4.0,1,2,Task finisher
759,Pftim48,"[9, 10, 7, 7, 6, 7, 4, 5, 4, 7, 8, 6, 7, 7]",73.11,Testing,27.36,65.4,6.714285714285714,22,5,Helper
760,Besoy28,"[2, 4, 4, 2, 1, 4, 4, 1, 3, 4, 3]",37.93,Storyboarding,54.07,8.09,2.909090909090909,21,3,Lone Wolf
761,Cjnzl23,"[9, 9, 8, 10, 7, 9, 9, 10, 8, 9, 9, 6, 10]",80.59,Planning,23.17,81.77,8.692307692307692,10,1,Perfectionist
762,Nitrn37,"[9, 7, 10, 9, 9, 10, 6, 9, 9, 10, 9]",80.24,Drawing/Illustration,12.96,82.11,8.818181818181818,4,1,Perfectionist
763,Rjzik81,"[7, 6, 8, 6, 8, 9, 9, 9, 7, 6, 7]",81.12,Writing,15.84,82.38,7.454545454545454,24,1,Perfectionist
764,Hhvhd80,"[10, 10, 8, 10, 8]",95.38,Graphic Design,7.78,95.68,9.2,7,4,Leader
765,Hqnjt76,"[10, 10, 8, 7, 7, 6]",77.82,Content Creation,15.82,79.19,8.0,1,1,Perfectionist
766,Yttjo37,"[6, 9, 7, 8, 5, 8, 10, 7, 7, 8, 6, 9, 10, 7]",82.85,Graphic Design,3.56,88.15,7.642857142857143,7,1,Perfectionist
767,Vvubn52,"[8, 9, 9, 9, 9, 10, 8, 8]",82.91,Code Review,16.76,81.83,8.75,0,1,Perfectionist
768,Osogr85,"[5, 3, 5, 6, 3, 6, 0, 4, 3, 6, 4, 5]",37.88,Translation,43.53,14.7,4.166666666666667,23,2,Task finisher
769,Rojjb92,"[8, 10, 7, 7, 4]",63.32,Report Formatting,33.2,50.12,7.2,16,0,Balancer
770,Zkawd20,"[3, 6, 1, 4, 4, 6, 5, 3, 1, 4, 4, 6, 2, 1, 5, 3, 2, 1, 3]",35.66,Writing,47.98,10.49,3.3684210526315788,24,3,Lone Wolf
771,Ullwo16,"[7, 9, 9, 7, 8, 6, 8, 9, 7, 9, 6, 8, 8, 5, 7, 7, 8]",73.61,Reviewing,24.38,64.91,7.529411764705882,18,5,Helper
772,Ctxql51,"[6, 4, 5, 0, 4, 5, 8, 3, 3, 6, 4, 5, 4, 5, 5, 4, 1, 6, 5, 4]",48.03,Flowchart Design,38.32,26.16,4.35,6,2,Task finisher
773,Kucze26,"[2, 5, 1, 2, 4, 5, 2, 2, 1]",45.29,Drawing/Illustration,48.67,17.35,2.6666666666666665,4,2,Task finisher
774,Efiuo24,"[5, 7, 5, 2, 6, 4, 4, 3, 4, 5, 4, 5, 5, 4, 7, 2, 4, 4]",52.69,Problem Solving,52.56,29.03,4.444444444444445,13,2,Task finisher
775,Qnqnz51,"[7, 5, 6, 6, 6, 8, 9, 8, 6]",68.78,Peer Review,32.78,53.09,6.777777777777778,9,0,Balancer
776,Quzog39,"[9, 8, 8, 9, 8, 7, 10, 10, 9, 7, 9, 10, 9, 9, 10, 9, 10, 9]",89.32,Content Creation,9.24,90.17,8.88888888888889,1,4,Leader
777,Kipbv36,"[3, 1, 5, 4, 3, 3, 4, 4, 4]",35.63,Problem Solving,64.26,4.77,3.4444444444444446,13,3,Lone Wolf
778,Hzveb18,"[7, 8, 6, 7]",72.68,Problem Solving,26.6,64.94,7.0,13,5,Helper
779,Wmvra64,"[7, 6, 3, 7, 5, 6, 8, 3, 6, 5, 7, 5, 6, 7, 4, 6, 2, 6, 7]",61.93,Graphic Design,28.12,45.88,5.578947368421052,7,0,Balancer
780,Hkuuf14,"[3, 3, 3, 2, 1, 3, 4, 3, 2, 1, 2, 3, 3]",38.24,Diagram Creation,52.45,17.38,2.5384615384615383,2,3,Lone Wolf
781,Aetam98,"[7, 9, 8, 8, 7, 7, 8, 9, 10, 8, 8, 9, 10, 8, 8, 9, 8, 8]",81.13,Planning,20.17,80.91,8.277777777777779,10,1,Perfectionist
782,Nsuqc31,"[3, 2, 2, 1, 5, 0, 0, 2, 5, 2]",34.5,Report Formatting,62.52,4.35,2.2,16,3,Lone Wolf
783,Loqgq48,"[8, 8, 7, 10, 8, 5, 8, 6, 7, 7, 7, 7, 7, 8, 7, 8, 5]",77.56,Reviewing,19.46,63.89,7.235294117647059,18,5,Helper
784,Lwfqy67,"[10, 10, 8, 7, 6, 7, 9, 10, 8, 8, 9, 10, 8, 9, 9, 7, 9, 10]",89.89,Diagram Creation,14.18,83.88,8.555555555555555,2,1,Perfectionist
785,Wwbdn29,"[5, 7, 6]",49.53,Mockup Design,46.13,27.7,6.0,8,6,Genelarist
786,Uzzsq50,"[5, 6, 6, 5, 7, 2, 8, 9]",58.4,Diagram Creation,34.79,48.73,6.0,2,0,Balancer
787,Vognq54,"[6, 4, 2, 3, 3, 7, 6, 2, 2, 1, 6]",38.33,Research,43.78,20.63,3.8181818181818183,17,2,Task finisher
788,Dcdqj15,"[4, 5, 5, 4, 5, 5, 6, 7, 6, 5, 5, 6, 5, 6, 7, 3]",52.57,Mockup Design,37.47,39.23,5.25,8,6,Genelarist
789,Ghzdw86,"[10, 10, 8, 7]",88.13,Peer Review,7.59,91.97,8.75,9,4,Leader
790,Dvwbg28,"[5, 8, 8, 9, 8, 6, 9, 7, 6, 7, 5, 10, 6, 7, 10, 5, 5, 9]",78.97,Programming,21.04,71.11,7.222222222222222,14,5,Helper
791,Vlaff76,"[3, 2, 5]",50.54,Planning,42.57,30.75,3.3333333333333335,10,2,Task finisher
792,Slhgr40,"[8, 7, 8, 7, 8, 9, 9, 9, 5]",73.03,Translation,22.8,73.03,7.777777777777778,23,5,Helper
793,Ehkxl71,"[6, 4, 7, 8, 7, 9, 6, 6, 7, 7, 7, 8]",75.78,Reviewing,29.59,67.63,6.833333333333333,18,5,Helper
794,Ibavs20,"[6, 10, 10, 10, 7, 8, 9, 10, 7, 10, 5, 10, 8]",90.24,Planning,9.96,86.78,8.461538461538462,10,4,Leader
795,Jphmr62,"[10, 8, 8, 10, 10, 8, 9, 10, 10, 9]",92.24,Writing,2.0,96.25,9.2,24,4,Leader
796,Ytzpd26,"[2, 7, 5, 3, 3, 2, 6, 3, 4, 5, 7]",47.2,Email Writing,48.9,24.27,4.2727272727272725,5,2,Task finisher
797,Jkciu18,"[8, 8, 5, 6, 5, 6, 5, 6, 7, 5, 5, 6, 7, 9, 5]",64.54,Presenting,31.62,53.57,6.2,12,0,Balancer
798,Baxrs24,"[6, 6, 9, 6, 3, 6, 7, 7, 9, 5, 6]",62.38,Flowchart Design,36.76,54.79,6.363636363636363,6,0,Balancer
799,Lgjrg31,"[3, 7, 4, 5, 8, 5, 7, 6, 5, 8, 10, 8, 7, 8]",65.76,Email Writing,39.36,55.29,6.5,5,0,Balancer
800,Cknib56,"[5, 7, 7, 8, 6, 5, 4, 6, 9, 5, 5, 6, 7, 5, 1, 5, 4, 6, 3, 4]",51.71,Testing,41.41,38.74,5.4,22,6,Genelarist
801,Nripx75,"[4, 3, 2, 7, 2, 3, 3, 3, 4, 3, 1, 3, 3, 2, 5, 2, 1, 5]",33.09,Storyboarding,57.56,7.54,3.111111111111111,21,3,Lone Wolf
802,Vldzc80,"[6, 3, 6, 4, 3, 4, 5, 3]",48.34,Storyboarding,43.21,19.14,4.25,21,2,Task finisher
803,Djxwm77,"[8, 8, 8, 7, 7, 7, 7, 8, 7, 6, 7, 9, 10]",80.59,Writing,24.26,72.87,7.615384615384615,24,5,Helper
804,Jcxcb21,"[5, 4, 4, 4, 4, 6, 6]",52.97,Research,38.51,33.27,4.714285714285714,17,6,Genelarist
805,Nzfcz89,"[2, 4, 3, 3, 4, 3, 1, 2, 4, 2, 4, 3, 2, 4, 4, 4, 4]",33.67,Documentation,58.4,14.55,3.1176470588235294,3,3,Lone Wolf
806,Zrjld93,"[8, 9, 10, 8, 7, 6, 7, 9, 7, 7, 8, 10, 8, 8, 8, 7]",76.72,Spreadsheet Work,21.56,75.04,7.9375,20,1,Perfectionist
807,Sellt46,"[8, 8, 10, 7]",79.54,Content Creation,20.12,74.08,8.25,1,1,Perfectionist
808,Nwmrn77,"[6, 5, 6, 7, 6, 6, 5]",51.99,Research,43.23,32.91,5.857142857142857,17,6,Genelarist
809,Wflyn49,"[6, 4, 2]",60.22,Drawing/Illustration,46.7,39.7,4.0,4,6,Genelarist
810,Xbpzt41,"[7, 5, 6, 8, 6, 8]",69.05,Planning,28.77,63.28,6.666666666666667,10,5,Helper
811,Ysxho84,"[8, 9, 9, 9, 9]",87.21,Programming,8.33,94.53,8.8,14,4,Leader
812,Mkhgg73,"[7, 6, 7, 4, 3, 9, 8, 9, 6, 7, 5, 5, 6, 8, 6, 5, 6, 6]",69.38,Testing,28.48,56.27,6.277777777777778,22,0,Balancer
813,Rvute63,"[3, 7, 7, 5, 7, 5]",55.18,Report Formatting,47.09,42.65,5.666666666666667,16,6,Genelarist
814,Nrepm78,"[7, 7, 5, 8, 6, 5, 6, 5, 6, 7, 5, 8, 7]",64.25,Graphic Design,26.02,50.85,6.3076923076923075,7,0,Balancer
815,Mjlzr58,"[6, 6, 4, 7, 5, 5, 5, 7, 7]",67.17,Peer Review,34.94,59.82,5.777777777777778,9,0,Balancer
816,Akfur58,"[2, 5, 2, 4, 3, 2, 4, 4, 4, 0, 6]",45.5,Diagram Creation,53.42,21.1,3.272727272727273,2,2,Task finisher
817,Kfhkb34,"[8, 8, 5, 7, 7, 5]",65.81,Script Writing,34.12,57.18,6.666666666666667,19,0,Balancer
818,Gqocw22,"[5, 2, 3, 3, 3, 6, 0, 1, 2]",42.06,Reviewing,54.24,16.67,2.7777777777777777,18,3,Lone Wolf
819,Tyqiy60,"[6, 7, 6, 4, 8, 4, 8, 4, 4, 8, 6, 6, 6, 4, 4, 6]",62.19,Mockup Design,33.63,47.96,5.6875,8,0,Balancer
820,Vxzzr28,"[8, 4, 3, 3, 5, 6, 6]",56.5,Reviewing,41.67,32.27,5.0,18,6,Genelarist
821,Hxeeo69,"[5, 6, 5, 7, 7, 4, 7, 5]",55.07,Problem Solving,37.92,39.88,5.75,13,6,Genelarist
822,Kxmro37,"[10, 10, 10, 10, 10, 8, 10, 7, 10, 7, 9, 10, 10, 7, 6]",87.47,Reference Finding,14.33,95.34,8.933333333333334,15,4,Leader
823,Pandc76,"[5, 10, 6, 10, 6, 8]",82.33,Problem Solving,15.77,78.91,7.5,13,1,Perfectionist
824,Ucmnx94,"[10, 10, 7]",78.95,Writing,12.21,81.34,9.0,24,1,Perfectionist
825,Pvdxz77,"[5, 6, 7, 10, 7, 5, 7, 7, 6, 8, 7, 9, 6, 9, 6, 7, 8]",66.3,Reviewing,39.56,60.17,7.0588235294117645,18,0,Balancer
826,Lbakm48,"[6, 3, 6, 2, 7, 7, 3, 6]",54.04,Presenting,43.75,44.07,5.0,12,6,Genelarist
827,Qemip42,"[6, 5, 4, 5, 6, 3]",53.98,Planning,38.21,37.74,4.833333333333333,10,6,Genelarist
828,Tloft27,"[6, 5, 5, 4, 4, 7, 5, 7, 1, 6, 7]",47.71,Diagram Creation,37.79,28.8,5.181818181818182,2,6,Genelarist
829,Rkbbs48,"[5, 7, 3, 3, 3, 5, 9, 5, 5, 4, 4]",54.14,Diagram Creation,35.14,41.93,4.818181818181818,2,6,Genelarist
830,Zjhcp17,"[3, 3, 5, 2, 2, 5]",49.73,Translation,56.11,23.61,3.3333333333333335,23,2,Task finisher
831,Zboxr89,"[6, 3, 4, 5, 4, 4]",51.34,Reviewing,43.13,37.25,4.333333333333333,18,6,Genelarist
832,Wflzm97,"[10, 10, 7, 10, 10, 6, 9, 6, 9, 8, 7, 10, 10]",88.01,Documentation,9.21,83.05,8.615384615384615,3,4,Leader
833,Lelfa32,"[8, 8, 10, 8, 10, 8, 7, 8, 10, 9, 6, 8, 6, 8, 10, 9, 10, 7, 8, 7]",93.47,Report Formatting,5.88,92.93,8.25,16,4,Leader
834,Hnqqx87,"[7, 6, 5, 7, 7, 3, 8, 8, 10, 4, 7, 8, 6, 8, 8, 4, 7, 5]",65.92,Presentation Design,33.46,53.77,6.555555555555555,11,0,Balancer
835,Rkwff82,"[4, 3, 8, 2, 4, 4, 3, 6, 3, 3, 4, 5, 3, 3]",42.64,Translation,51.27,18.4,3.9285714285714284,23,2,Task finisher
836,Xhtkv52,"[6, 9, 10, 7, 8, 7, 8, 7, 6, 7, 9, 5, 8, 6, 9, 5, 7, 9, 7, 10]",70.12,Presentation Design,29.55,65.8,7.5,11,5,Helper
837,Xfksa63,"[5, 2, 6, 1, 4, 1, 2, 3, 2, 3, 6, 3]",33.23,Presenting,51.49,4.31,3.1666666666666665,12,3,Lone Wolf
838,Nzaid80,"[5, 4, 7, 3, 5]",37.68,Problem Solving,61.8,5.04,4.8,13,3,Lone Wolf
839,Rowlc91,"[7, 5, 8, 7, 4, 8, 6, 6, 4, 9, 8, 5, 5, 8, 8, 9, 8, 7, 6]",64.47,Script Writing,22.21,60.93,6.7368421052631575,19,5,Helper
840,Omxej65,"[8, 8, 10, 9, 9]",84.02,Graphic Design,19.98,83.23,8.8,7,1,Perfectionist
841,Udcmz15,"[5, 5, 4, 7, 4, 5, 4, 5, 3, 5, 3, 7, 6, 5, 5, 3, 7]",49.38,Reviewing,37.11,35.02,4.882352941176471,18,6,Genelarist
842,Etmqf43,"[7, 4, 3, 5, 8, 8, 4, 6, 7, 5, 8, 4]",58.09,Storyboarding,27.13,41.57,5.75,21,0,Balancer
843,Cejvb45,"[7, 5, 8, 8, 7, 7, 8, 7, 5, 7, 8, 7, 7, 8, 5, 9, 10, 7, 7]",78.18,Mockup Design,23.42,69.78,7.2105263157894735,8,5,Helper
844,Dhgob60,"[7, 9, 9, 8, 10, 9, 10, 9]",99.2,Spreadsheet Work,7.84,99.75,8.875,20,4,Leader
845,Wanli66,"[8, 8, 8, 10, 9, 9, 10, 7, 9, 8, 7, 8, 10, 8]",84.06,Script Writing,8.87,84.02,8.5,19,1,Perfectionist
846,Ykvrm66,"[6, 7, 5, 6, 8, 9, 4, 8, 6, 3, 8, 5, 6, 7, 6, 4, 5, 5]",63.26,Code Review,24.1,51.59,6.0,0,0,Balancer
847,Hdyse71,"[7, 7, 8, 6, 7, 10, 6, 8]",65.68,Peer Review,30.35,62.56,7.375,9,5,Helper
848,Qoeln97,"[3, 4, 2, 0, 4, 2, 2, 4, 4, 5, 2]",30.98,Testing,50.89,1.78,2.909090909090909,22,3,Lone Wolf
849,Yzreu36,"[9, 8, 10, 7, 10, 7, 8, 4, 10, 8, 9, 7, 9, 6, 9, 10]",79.32,Diagram Creation,17.2,78.83,8.1875,2,1,Perfectionist
850,Unsnc22,"[10, 10, 8, 9, 6, 10, 10, 7, 7, 8, 7, 6, 10, 8, 7, 10, 8]",83.28,Content Creation,9.78,89.11,8.294117647058824,1,1,Perfectionist
851,Mlral59,"[2, 3, 4, 2, 4, 2]",29.73,Code Review,53.76,1.26,2.8333333333333335,0,3,Lone Wolf
852,Julla11,"[5, 1, 2, 4, 7, 2, 4, 3, 4, 5, 4, 3, 4, 4, 4, 2, 4, 5, 6, 1]",42.91,Documentation,52.57,18.57,3.7,3,2,Task finisher
853,Fbqps33,"[7, 7, 7, 8, 7, 7, 4]",71.72,Problem Solving,31.64,61.56,6.714285714285714,13,5,Helper
854,Zeece72,"[2, 5, 3, 5, 6, 4, 5, 5, 3]",49.55,Graphic Design,35.59,23.45,4.222222222222222,7,6,Genelarist
855,Sjewx30,"[7, 6, 9, 6, 10, 8, 10, 8, 6, 8, 9, 9, 5, 7, 10, 7, 6, 6, 9, 9]",79.76,Email Writing,16.7,79.5,7.75,5,1,Perfectionist
856,Prlxt76,"[8, 4, 9, 6, 7, 5, 5, 6]",51.09,Peer Review,41.84,38.1,6.25,9,6,Genelarist
857,Bywpv29,"[10, 10, 6, 8, 7, 8, 10, 9, 7, 7, 10, 9, 9, 9, 10, 7, 10, 10, 8]",94.61,Report Formatting,10.26,95.01,8.631578947368421,16,4,Leader
858,Rqitt58,"[5, 2, 3, 5]",44.31,Email Writing,48.37,19.11,3.75,5,2,Task finisher
859,Monbw20,"[9, 5, 8, 8, 8, 7, 6, 7]",69.44,Graphic Design,19.79,66.67,7.25,7,5,Helper
860,Hpryu95,"[7, 8, 8, 7, 7, 9, 6, 8, 6, 7]",64.79,Presentation Design,29.62,55.58,7.3,11,5,Helper
861,Gkkqv79,"[10, 8, 10, 6, 10, 10, 9, 6, 10, 8]",77.03,Script Writing,18.0,80.3,8.7,19,1,Perfectionist
862,Snaut57,"[3, 5, 4, 3, 4, 7, 2, 2, 3, 5, 0, 2, 3, 6, 3, 5, 3, 3, 3, 4]",44.15,Graphic Design,50.4,12.95,3.5,7,2,Task finisher
863,Epyud21,"[6, 5, 3, 5, 6, 6, 7, 4, 5, 4, 4, 9, 7, 9, 6, 3]",67.31,Report Formatting,32.52,53.49,5.5625,16,0,Balancer
864,Giknd23,"[3, 5, 2, 4, 3, 5, 3, 2, 2, 3, 2, 2]",38.63,Reference Finding,46.08,18.42,3.0,15,2,Task finisher
